INDEX,COMPANY,DATE,DAYS,FREQUENCY,PRICE,AMOUNT,LAT,LONG,HALAL SOURCES IDENTIFIED,HALAL SUPPLY CHAIN USAGE DEFINED,FOLLOW HTM
876,COMP2,21/12/2019,82,8,27.32,218.56,3.2206,101.6224,1,0,0
877,COMP2,22/12/2019,83,67,27.32,1830.44,3.2206,101.6223,0,0,0
878,COMP2,23/12/2019,84,35,27.32,956.2,3.2206,101.6227,0,1,0
879,COMP2,24/12/2019,85,9,27.32,245.88,3.2206,101.6224,0,0,0
880,COMP2,25/12/2019,86,75,27.32,2049,3.2206,101.6226,1,0,0
881,COMP2,26/12/2019,87,75,27.32,2049,3.2206,101.6226,1,1,1
882,COMP2,27/12/2019,88,51,27.32,1393.32,3.2206,101.6223,0,1,0
883,COMP2,28/12/2019,89,23,27.32,628.36,3.2206,101.6223,0,1,0
884,COMP2,29/12/2019,90,25,27.32,683,3.2206,101.6225,0,1,0
885,COMP2,30/12/2019,91,73,27.32,1994.36,3.2206,101.6225,0,0,0
886,COMP2,31/12/2019,92,25,27.32,683,3.2206,101.6222,0,1,0
887,COMP2,1/1/2020,93,130,27.32,3551.6,3.2206,101.6226,0,0,0
888,COMP2,2/1/2020,94,145,27.32,3961.4,3.2206,101.6222,1,0,0
889,COMP2,3/1/2020,95,13,27.32,355.16,3.2206,101.6227,0,1,0
890,COMP2,4/1/2020,96,117,27.32,3196.44,3.2206,101.6222,0,1,0
891,COMP2,5/1/2020,97,99,27.32,2704.68,3.2206,101.6222,0,1,0
892,COMP2,6/1/2020,98,88,27.32,2404.16,3.2206,101.6225,1,1,1
893,COMP2,7/1/2020,99,123,27.32,3360.36,3.2206,101.6224,1,0,0
894,COMP2,8/1/2020,100,79,27.32,2158.28,3.2206,101.6226,0,1,0
895,COMP2,9/1/2020,101,103,27.32,2813.96,3.2206,101.6226,0,0,0
896,COMP2,10/1/2020,102,75,27.32,2049,3.2206,101.6227,1,1,1
897,COMP2,11/1/2020,103,151,27.32,4125.32,3.2206,101.6225,1,0,0
898,COMP2,12/1/2020,104,68,27.32,1857.76,3.2206,101.6223,1,0,0
899,COMP2,13/1/2020,105,11,27.32,300.52,3.2206,101.6224,0,1,0
900,COMP2,14/1/2020,106,72,27.32,1967.04,3.2206,101.6226,0,0,0
901,COMP2,15/1/2020,107,148,27.32,4043.36,3.2206,101.6225,1,0,0
902,COMP2,16/1/2020,108,107,27.32,2923.24,3.2206,101.6225,1,1,1
903,COMP2,17/1/2020,109,72,27.32,1967.04,3.2206,101.6224,0,0,0
904,COMP2,18/1/2020,110,116,27.32,3169.12,3.2206,101.6225,0,0,0
905,COMP2,19/1/2020,111,42,27.32,1147.44,3.2206,101.6227,0,1,0
906,COMP2,20/1/2020,112,129,27.32,3524.28,3.2206,101.6222,0,0,0
907,COMP2,21/1/2020,113,131,27.32,3578.92,3.2206,101.6227,0,0,0
908,COMP2,22/1/2020,114,9,27.32,245.88,3.2206,101.6222,0,1,0
909,COMP2,23/1/2020,115,109,27.32,2977.88,3.2206,101.6227,1,0,0
910,COMP2,24/1/2020,116,65,27.32,1775.8,3.2206,101.6223,0,1,0
911,COMP2,25/1/2020,117,150,27.32,4098,3.2206,101.6226,1,1,1
912,COMP2,26/1/2020,118,6,27.32,163.92,3.2206,101.6227,1,1,1
913,COMP2,27/1/2020,119,129,27.32,3524.28,3.2206,101.6225,0,0,0
914,COMP2,28/1/2020,120,41,27.32,1120.12,3.2206,101.6226,1,1,1
915,COMP2,29/1/2020,121,117,27.32,3196.44,3.2206,101.6224,1,0,0
916,COMP2,30/1/2020,122,44,27.32,1202.08,3.2206,101.6227,0,0,0
917,COMP2,31/1/2020,123,125,27.32,3415,3.2206,101.6224,1,0,0
918,COMP2,1/2/2020,124,113,27.32,3087.16,3.2206,101.6225,1,0,0
919,COMP2,2/2/2020,125,70,27.32,1912.4,3.2206,101.6224,1,0,0
920,COMP2,3/2/2020,126,64,27.32,1748.48,3.2206,101.6222,1,0,0
921,COMP2,4/2/2020,127,116,27.32,3169.12,3.2206,101.6224,1,1,1
922,COMP2,5/2/2020,128,54,27.32,1475.28,3.2206,101.6225,1,1,1
923,COMP2,6/2/2020,129,50,27.32,1366,3.2206,101.6224,0,0,0
924,COMP2,7/2/2020,130,36,27.32,983.52,3.2206,101.6227,0,1,0
925,COMP2,8/2/2020,131,7,27.32,191.24,3.2206,101.6223,1,0,0
926,COMP2,9/2/2020,132,95,27.32,2595.4,3.2206,101.6223,1,0,0
927,COMP2,10/2/2020,133,83,27.32,2267.56,3.2206,101.6227,0,0,0
928,COMP2,11/2/2020,134,23,27.32,628.36,3.2206,101.6227,1,0,0
929,COMP2,12/2/2020,135,6,27.32,163.92,3.2206,101.6222,0,1,0
930,COMP2,13/2/2020,136,30,27.32,819.6,3.2206,101.6222,1,1,1
931,COMP2,14/2/2020,137,23,27.32,628.36,3.2206,101.6223,0,0,0
932,COMP2,15/2/2020,138,16,27.32,437.12,3.2206,101.6222,0,1,0
933,COMP2,16/2/2020,139,22,27.32,601.04,3.2206,101.6225,0,0,0
934,COMP2,17/2/2020,140,124,27.32,3387.68,3.2206,101.6226,0,1,0
935,COMP2,18/2/2020,141,16,27.32,437.12,3.2206,101.6222,1,1,1
936,COMP2,19/2/2020,142,2,27.32,54.64,3.2206,101.6226,0,0,0
937,COMP2,20/2/2020,143,120,27.32,3278.4,3.2206,101.6223,1,1,1
938,COMP2,21/2/2020,144,118,27.32,3223.76,3.2206,101.6224,1,1,1
939,COMP2,22/2/2020,145,96,27.32,2622.72,3.2206,101.6226,1,0,0
940,COMP2,23/2/2020,146,26,27.32,710.32,3.2206,101.6226,0,0,0
941,COMP2,24/2/2020,147,88,27.32,2404.16,3.2206,101.6222,0,0,0
942,COMP2,25/2/2020,148,16,27.32,437.12,3.2206,101.6227,1,0,0
943,COMP2,26/2/2020,149,42,27.32,1147.44,3.2206,101.6223,0,1,0
944,COMP2,27/2/2020,150,23,27.32,628.36,3.2206,101.6224,1,1,1
945,COMP2,28/2/2020,151,64,27.32,1748.48,3.2206,101.6227,1,0,0
946,COMP2,29/2/2020,152,105,27.32,2868.6,3.2206,101.6222,0,1,0
947,COMP2,1/3/2020,153,55,27.32,1502.6,3.2206,101.6224,1,0,0
948,COMP2,2/3/2020,154,24,27.32,655.68,3.2206,101.6222,1,0,0
949,COMP2,3/3/2020,155,127,27.32,3469.64,3.2206,101.6222,0,0,0
950,COMP2,4/3/2020,156,140,27.32,3824.8,3.2206,101.6226,0,0,0
951,COMP2,5/3/2020,157,173,27.32,4726.36,3.2206,101.6226,0,1,0
952,COMP2,6/3/2020,158,63,27.32,1721.16,3.2206,101.6223,0,1,0
953,COMP2,7/3/2020,159,19,27.32,519.08,3.2206,101.6224,0,0,0
954,COMP2,8/3/2020,160,109,27.32,2977.88,3.2206,101.6225,0,1,0
955,COMP2,9/3/2020,161,56,27.32,1529.92,3.2206,101.6225,1,1,1
956,COMP2,10/3/2020,162,137,27.32,3742.84,3.2206,101.6223,1,1,1
957,COMP2,11/3/2020,163,62,27.32,1693.84,3.2206,101.6225,1,0,0
958,COMP2,12/3/2020,164,176,27.32,4808.32,3.2206,101.6227,0,1,0
959,COMP2,13/3/2020,165,27,27.32,737.64,3.2206,101.6226,1,1,1
960,COMP2,14/3/2020,166,120,27.32,3278.4,3.2206,101.6223,1,0,0
961,COMP2,15/3/2020,167,104,27.32,2841.28,3.2206,101.6225,0,1,0
962,COMP2,16/3/2020,168,7,27.32,191.24,3.2206,101.6226,0,1,0
963,COMP2,17/3/2020,169,18,27.32,491.76,3.2206,101.6222,0,1,0
964,COMP2,18/3/2020,170,82,27.32,2240.24,3.2206,101.6225,1,1,1
965,COMP2,19/3/2020,171,17,27.32,464.44,3.2206,101.6226,0,0,0
966,COMP2,20/3/2020,172,175,27.32,4781,3.2206,101.6224,0,0,0
967,COMP2,21/3/2020,173,54,27.32,1475.28,3.2206,101.6226,1,0,0
968,COMP2,22/3/2020,174,151,27.32,4125.32,3.2206,101.6224,1,0,0
969,COMP2,23/3/2020,175,44,27.32,1202.08,3.2206,101.6222,0,1,0
970,COMP2,24/3/2020,176,145,27.32,3961.4,3.2206,101.6225,0,0,0
971,COMP2,25/3/2020,177,128,27.32,3496.96,3.2206,101.6225,0,1,0
972,COMP2,26/3/2020,178,90,27.32,2458.8,3.2206,101.6222,1,1,1
973,COMP2,27/3/2020,179,129,27.32,3524.28,3.2206,101.6226,1,0,0
974,COMP2,28/3/2020,180,93,27.32,2540.76,3.2206,101.6227,0,1,0
975,COMP2,29/3/2020,181,12,27.32,327.84,3.2206,101.6226,0,1,0
976,COMP2,30/3/2020,182,62,27.32,1693.84,3.2206,101.6224,1,1,1
977,COMP2,31/3/2020,183,3,27.32,81.96,3.2206,101.6222,0,1,0
978,COMP2,1/4/2020,184,87,27.32,2376.84,3.2206,101.6226,0,1,0
979,COMP2,2/4/2020,185,8,27.32,218.56,3.2206,101.6225,0,0,0
980,COMP2,3/4/2020,186,126,27.32,3442.32,3.2206,101.6225,0,0,0
981,COMP2,4/4/2020,187,193,27.32,5272.76,3.2206,101.6223,1,0,0
982,COMP2,5/4/2020,188,57,27.32,1557.24,3.2206,101.6223,1,1,1
983,COMP2,6/4/2020,189,69,27.32,1885.08,3.2206,101.6223,1,0,0
984,COMP2,7/4/2020,190,200,27.32,5464,3.2206,101.6226,0,0,0
985,COMP2,8/4/2020,191,55,27.32,1502.6,3.2206,101.6223,1,0,0
986,COMP2,9/4/2020,192,182,27.32,4972.24,3.2206,101.6225,1,0,0
987,COMP2,10/4/2020,193,190,27.32,5190.8,3.2206,101.6226,0,1,0
988,COMP2,11/4/2020,194,137,27.32,3742.84,3.2206,101.6222,0,0,0
989,COMP2,12/4/2020,195,105,27.32,2868.6,3.2206,101.6224,0,1,0
990,COMP2,13/4/2020,196,39,27.32,1065.48,3.2206,101.6226,1,0,0
991,COMP2,14/4/2020,197,117,27.32,3196.44,3.2206,101.6226,0,1,0
992,COMP2,15/4/2020,198,48,27.32,1311.36,3.2206,101.6226,0,1,0
993,COMP2,16/4/2020,199,76,27.32,2076.32,3.2206,101.6226,1,1,1
994,COMP2,17/4/2020,200,24,27.32,655.68,3.2206,101.6227,0,1,0
995,COMP2,18/4/2020,201,168,27.32,4589.76,3.2206,101.6227,0,0,0
996,COMP2,19/4/2020,202,37,27.32,1010.84,3.2206,101.6227,1,1,1
997,COMP2,20/4/2020,203,111,27.32,3032.52,3.2206,101.6227,1,0,0
998,COMP2,21/4/2020,204,18,27.32,491.76,3.2206,101.6224,1,0,0
999,COMP2,22/4/2020,205,116,27.32,3169.12,3.2206,101.6223,0,0,0
1000,COMP2,23/4/2020,206,46,27.32,1256.72,3.2206,101.6225,0,0,0
1001,COMP2,24/4/2020,207,170,27.32,4644.4,3.2206,101.6223,0,1,0
1002,COMP2,25/4/2020,208,14,27.32,382.48,3.2206,101.6227,0,1,0
1003,COMP2,26/4/2020,209,18,27.32,491.76,3.2206,101.6227,1,1,1
1004,COMP2,27/4/2020,210,83,27.32,2267.56,3.2206,101.6226,0,0,0
1005,COMP2,28/4/2020,211,162,27.32,4425.84,3.2206,101.6226,0,1,0
1006,COMP2,29/4/2020,212,93,27.32,2540.76,3.2206,101.6224,0,1,0
1007,COMP2,30/4/2020,213,104,27.32,2841.28,3.2206,101.6224,1,1,1
1008,COMP2,1/5/2020,214,43,27.32,1174.76,3.2206,101.6223,0,1,0
1009,COMP2,2/5/2020,215,95,27.32,2595.4,3.2206,101.6224,0,1,0
1010,COMP2,3/5/2020,216,154,27.32,4207.28,3.2206,101.6224,1,0,0
1011,COMP2,4/5/2020,217,142,27.32,3879.44,3.2206,101.6226,1,0,0
1012,COMP2,5/5/2020,218,13,27.32,355.16,3.2206,101.6226,1,1,1
1013,COMP2,6/5/2020,219,59,27.32,1611.88,3.2206,101.6224,1,1,1
1014,COMP2,7/5/2020,220,28,27.32,764.96,3.2206,101.6223,1,0,0
1015,COMP2,8/5/2020,221,99,27.32,2704.68,3.2206,101.6222,1,1,1
1016,COMP2,9/5/2020,222,187,27.32,5108.84,3.2206,101.6224,1,0,0
1017,COMP2,10/5/2020,223,12,27.32,327.84,3.2206,101.6224,0,0,0
1018,COMP2,11/5/2020,224,9,27.32,245.88,3.2206,101.6224,1,1,1
1019,COMP2,12/5/2020,225,181,27.32,4944.92,3.2206,101.6227,0,0,0
1020,COMP2,13/5/2020,226,172,27.32,4699.04,3.2206,101.6227,0,0,0
1021,COMP2,14/5/2020,227,59,27.32,1611.88,3.2206,101.6224,1,0,0
1022,COMP2,15/5/2020,228,211,27.32,5764.52,3.2206,101.6223,1,0,0
1023,COMP2,16/5/2020,229,126,27.32,3442.32,3.2206,101.6226,1,1,1
1024,COMP2,17/5/2020,230,189,27.32,5163.48,3.2206,101.6223,0,1,0
1025,COMP2,18/5/2020,231,49,27.32,1338.68,3.2206,101.6226,0,1,0
1026,COMP2,19/5/2020,232,89,27.32,2431.48,3.2206,101.6224,1,0,0
1027,COMP2,20/5/2020,233,36,27.32,983.52,3.2206,101.6225,0,1,0
1028,COMP2,21/5/2020,234,131,27.32,3578.92,3.2206,101.6226,0,0,0
1029,COMP2,22/5/2020,235,155,27.32,4234.6,3.2206,101.6225,0,0,0
1030,COMP2,23/5/2020,236,87,27.32,2376.84,3.2206,101.6225,1,1,1
1031,COMP2,24/5/2020,237,200,27.32,5464,3.2206,101.6223,1,1,1
1032,COMP2,25/5/2020,238,146,27.32,3988.72,3.2206,101.6224,0,0,0
1033,COMP2,26/5/2020,239,211,27.32,5764.52,3.2206,101.6227,0,1,0
1034,COMP2,27/5/2020,240,21,27.32,573.72,3.2206,101.6224,1,0,0
1035,COMP2,28/5/2020,241,124,27.32,3387.68,3.2206,101.6224,1,1,1
1036,COMP2,29/5/2020,242,204,27.32,5573.28,3.2206,101.6222,0,0,0
1037,COMP2,30/5/2020,243,15,27.32,409.8,3.2206,101.6226,1,0,0
1038,COMP2,31/5/2020,244,175,27.32,4781,3.2206,101.6224,0,1,0
1039,COMP2,1/6/2020,245,53,27.32,1447.96,3.2206,101.6227,1,0,0
1040,COMP2,2/6/2020,246,80,27.32,2185.6,3.2206,101.6222,0,0,0
1041,COMP2,3/6/2020,247,212,27.32,5791.84,3.2206,101.6222,1,1,1
1042,COMP2,4/6/2020,248,190,27.32,5190.8,3.2206,101.6227,1,0,0
1043,COMP2,5/6/2020,249,135,27.32,3688.2,3.2206,101.6223,1,1,1
1044,COMP2,6/6/2020,250,96,27.32,2622.72,3.2206,101.6226,1,1,1
1045,COMP2,7/6/2020,251,213,27.32,5819.16,3.2206,101.6223,1,0,0
1046,COMP2,8/6/2020,252,9,27.32,245.88,3.2206,101.6225,1,0,0
1047,COMP2,9/6/2020,253,187,27.32,5108.84,3.2206,101.6225,1,0,0
1048,COMP2,10/6/2020,254,175,27.32,4781,3.2206,101.6226,0,1,0
1049,COMP2,11/6/2020,255,38,27.32,1038.16,3.2206,101.6225,1,0,0
1050,COMP2,12/6/2020,256,106,27.32,2895.92,3.2206,101.6226,1,1,1
1051,COMP2,13/6/2020,257,26,27.32,710.32,3.2206,101.6225,0,1,0
1052,COMP2,14/6/2020,258,178,27.32,4862.96,3.2206,101.6223,0,1,0
1053,COMP2,15/6/2020,259,18,27.32,491.76,3.2206,101.6226,0,0,0
1054,COMP2,16/6/2020,260,167,27.32,4562.44,3.2206,101.6226,0,1,0
1055,COMP2,17/6/2020,261,133,27.32,3633.56,3.2206,101.6223,0,0,0
1056,COMP2,18/6/2020,262,26,27.32,710.32,3.2206,101.6223,0,1,0
1057,COMP2,19/6/2020,263,216,27.32,5901.12,3.2206,101.6225,0,0,0
1058,COMP2,20/6/2020,264,147,27.32,4016.04,3.2206,101.6223,0,0,0
1059,COMP2,21/6/2020,265,194,27.32,5300.08,3.2206,101.6226,0,0,0
1060,COMP2,22/6/2020,266,141,27.32,3852.12,3.2206,101.6224,0,0,0
1061,COMP2,23/6/2020,267,177,27.32,4835.64,3.2206,101.6222,0,0,0
1062,COMP2,24/6/2020,268,117,27.32,3196.44,3.2206,101.6227,1,1,1
1063,COMP2,25/6/2020,269,33,27.32,901.56,3.2206,101.6226,1,0,0
1064,COMP2,26/6/2020,270,150,27.32,4098,3.2206,101.6226,0,0,0
1065,COMP2,27/6/2020,271,30,27.32,819.6,3.2206,101.6224,1,0,0
1066,COMP2,28/6/2020,272,94,27.32,2568.08,3.2206,101.6224,1,0,0
1067,COMP2,29/6/2020,273,47,27.32,1284.04,3.2206,101.6227,0,1,0
1068,COMP2,30/6/2020,274,165,27.32,4507.8,3.2206,101.6226,0,0,0
1069,COMP2,1/7/2020,275,117,27.32,3196.44,3.2206,101.6222,1,1,1
1070,COMP2,2/7/2020,276,383,27.32,10463.56,3.2206,101.6222,0,1,0
1071,COMP2,3/7/2020,277,210,27.32,5737.2,3.2206,101.6223,1,0,0
1072,COMP2,4/7/2020,278,48,27.32,1311.36,3.2206,101.6226,0,1,0
1073,COMP2,5/7/2020,279,391,27.32,10682.12,3.2206,101.6226,0,1,0
1074,COMP2,6/7/2020,280,405,27.32,11064.6,3.2206,101.6222,1,1,1
1075,COMP2,7/7/2020,281,414,27.32,11310.48,3.2206,101.6225,0,0,0
1076,COMP2,8/7/2020,282,301,27.32,8223.32,3.2206,101.6222,1,1,1
1077,COMP2,9/7/2020,283,163,27.32,4453.16,3.2206,101.6222,1,0,0
1078,COMP2,10/7/2020,284,173,27.32,4726.36,3.2206,101.6223,0,0,0
1079,COMP2,11/7/2020,285,414,27.32,11310.48,3.2206,101.6222,0,0,0
1080,COMP2,12/7/2020,286,185,27.32,5054.2,3.2206,101.6223,0,0,0
1081,COMP2,13/7/2020,287,337,27.32,9206.84,3.2206,101.6227,0,1,0
1082,COMP2,14/7/2020,288,116,27.32,3169.12,3.2206,101.6223,0,0,0
1083,COMP2,15/7/2020,289,252,27.32,6884.64,3.2206,101.6222,0,0,0
1084,COMP2,16/7/2020,290,443,27.32,12102.76,3.2206,101.6226,1,0,0
1085,COMP2,17/7/2020,291,331,27.32,9042.92,3.2206,101.6222,1,0,0
1086,COMP2,18/7/2020,292,312,27.32,8523.84,3.2206,101.6227,0,0,0
1087,COMP2,19/7/2020,293,77,27.32,2103.64,3.2206,101.6223,0,1,0
1088,COMP2,20/7/2020,294,232,27.32,6338.24,3.2206,101.6226,0,1,0
1089,COMP2,21/7/2020,295,123,27.32,3360.36,3.2206,101.6224,1,1,1
1090,COMP2,22/7/2020,296,83,27.32,2267.56,3.2206,101.6226,1,0,0
1091,COMP2,23/7/2020,297,336,27.32,9179.52,3.2206,101.6225,1,1,1
1092,COMP2,24/7/2020,298,198,27.32,5409.36,3.2206,101.6227,1,1,1
1093,COMP2,25/7/2020,299,26,27.32,710.32,3.2206,101.6226,1,1,1
1094,COMP2,26/7/2020,300,303,27.32,8277.96,3.2206,101.6222,1,1,1
1095,COMP2,27/7/2020,301,196,27.32,5354.72,3.2206,101.6226,0,1,0
1096,COMP2,28/7/2020,302,206,27.32,5627.92,3.2206,101.6225,0,0,0
1097,COMP2,29/7/2020,303,60,27.32,1639.2,3.2206,101.6225,0,1,0
1098,COMP2,30/7/2020,304,363,27.32,9917.16,3.2206,101.6225,1,0,0
1099,COMP2,31/7/2020,305,137,27.32,3742.84,3.2206,101.6222,0,0,0
1100,COMP2,1/8/2020,306,590,27.32,16118.8,3.2206,101.6224,0,0,0
1101,COMP2,2/8/2020,307,478,27.32,13058.96,3.2206,101.6225,0,1,0
1102,COMP2,3/8/2020,308,463,27.32,12649.16,3.2206,101.6222,0,1,0
1103,COMP2,4/8/2020,309,701,27.32,19151.32,3.2206,101.6227,1,0,0
1104,COMP2,5/8/2020,310,59,27.32,1611.88,3.2206,101.6222,1,1,1
1105,COMP2,6/8/2020,311,687,27.32,18768.84,3.2206,101.6226,1,1,1
1106,COMP2,7/8/2020,312,269,27.32,7349.08,3.2206,101.6224,0,1,0
1107,COMP2,8/8/2020,313,140,27.32,3824.8,3.2206,101.6224,0,0,0
1108,COMP2,9/8/2020,314,342,27.32,9343.44,3.2206,101.6223,0,1,0
1109,COMP2,10/8/2020,315,323,27.32,8824.36,3.2206,101.6224,1,1,1
1110,COMP2,11/8/2020,316,158,27.32,4316.56,3.2206,101.6224,1,1,1
1111,COMP2,12/8/2020,317,257,27.32,7021.24,3.2206,101.6227,0,1,0
1112,COMP2,13/8/2020,318,249,27.32,6802.68,3.2206,101.6223,1,1,1
1113,COMP2,14/8/2020,319,229,27.32,6256.28,3.2206,101.6223,0,0,0
1114,COMP2,15/8/2020,320,491,27.32,13414.12,3.2206,101.6224,0,0,0
1115,COMP2,16/8/2020,321,408,27.32,11146.56,3.2206,101.6223,1,1,1
1116,COMP2,17/8/2020,322,787,27.32,21500.84,3.2206,101.6224,0,1,0
1117,COMP2,18/8/2020,323,533,27.32,14561.56,3.2206,101.6224,1,1,1
1118,COMP2,19/8/2020,324,152,27.32,4152.64,3.2206,101.6226,1,0,0
1119,COMP2,20/8/2020,325,187,27.32,5108.84,3.2206,101.6226,1,0,0
1120,COMP2,21/8/2020,326,792,27.32,21637.44,3.2206,101.6222,0,0,0
1121,COMP2,22/8/2020,327,441,27.32,12048.12,3.2206,101.6226,1,0,0
1122,COMP2,23/8/2020,328,241,27.32,6584.12,3.2206,101.6222,1,0,0
1123,COMP2,24/8/2020,329,182,27.32,4972.24,3.2206,101.6223,1,1,1
1124,COMP2,25/8/2020,330,516,27.32,14097.12,3.2206,101.6222,1,0,0
1125,COMP2,26/8/2020,331,411,27.32,11228.52,3.2206,101.6226,0,1,0
1126,COMP2,27/8/2020,332,418,27.32,11419.76,3.2206,101.6227,0,0,0
1127,COMP2,28/8/2020,333,580,27.32,15845.6,3.2206,101.6223,1,0,0
1128,COMP2,29/8/2020,334,222,27.32,6065.04,3.2206,101.6223,1,1,1
1129,COMP2,30/8/2020,335,71,27.32,1939.72,3.2206,101.6222,0,0,0
1130,COMP2,31/8/2020,336,367,27.32,10026.44,3.2206,101.6222,0,0,0
1131,COMP2,1/9/2020,337,388,27.32,10600.16,3.2206,101.6224,1,0,0
1132,COMP2,2/9/2020,338,495,27.32,13523.4,3.2206,101.6226,0,0,0
1133,COMP2,3/9/2020,339,456,27.32,12457.92,3.2206,101.6226,1,1,1
1134,COMP2,4/9/2020,340,216,27.32,5901.12,3.2206,101.6226,1,1,1
1135,COMP2,5/9/2020,341,808,27.32,22074.56,3.2206,101.6222,0,1,0
1136,COMP2,6/9/2020,342,112,27.32,3059.84,3.2206,101.6227,0,1,0
1137,COMP2,7/9/2020,343,500,27.32,13660,3.2206,101.6223,1,0,0
1138,COMP2,8/9/2020,344,680,27.32,18577.6,3.2206,101.6226,0,0,0
1139,COMP2,9/9/2020,345,325,27.32,8879,3.2206,101.6223,1,0,0
1140,COMP2,10/9/2020,346,855,27.32,23358.6,3.2206,101.6223,1,0,0
1141,COMP2,11/9/2020,347,537,27.32,14670.84,3.2206,101.6222,0,1,0
1142,COMP2,12/9/2020,348,642,27.32,17539.44,3.2206,101.6224,1,1,1
1143,COMP2,13/9/2020,349,488,27.32,13332.16,3.2206,101.6223,0,0,0
1144,COMP2,14/9/2020,350,832,27.32,22730.24,3.2206,101.6226,1,0,0
1145,COMP2,15/9/2020,351,954,27.32,26063.28,3.2206,101.6227,1,1,1
1146,COMP2,16/9/2020,352,96,27.32,2622.72,3.2206,101.6226,0,0,0
1147,COMP2,17/9/2020,353,178,27.32,4862.96,3.2206,101.6226,1,0,0
1148,COMP2,18/9/2020,354,557,27.32,15217.24,3.2206,101.6224,0,0,0
1149,COMP2,19/9/2020,355,304,27.32,8305.28,3.2206,101.6222,0,1,0
1150,COMP2,20/9/2020,356,604,27.32,16501.28,3.2206,101.6227,1,1,1
1151,COMP2,21/9/2020,357,712,27.32,19451.84,3.2206,101.6224,0,1,0
1152,COMP2,22/9/2020,358,572,27.32,15627.04,3.2206,101.6224,0,0,0
1153,COMP2,23/9/2020,359,488,27.32,13332.16,3.2206,101.6224,1,1,1
1154,COMP2,24/9/2020,360,105,27.32,2868.6,3.2206,101.6224,0,1,0
1155,COMP2,25/9/2020,361,6,27.32,163.92,3.2206,101.6226,1,0,0
1156,COMP2,26/9/2020,362,1007,27.32,27511.24,3.2206,101.6222,0,0,0
1157,COMP2,27/9/2020,363,761,27.32,20790.52,3.2206,101.6226,0,1,0
1158,COMP2,28/9/2020,364,181,27.32,4944.92,3.2206,101.6225,1,1,1
1159,COMP2,29/9/2020,365,294,27.32,8032.08,3.2206,101.6222,1,1,1
1160,COMP2,30/9/2020,366,844,27.32,23058.08,3.2206,101.6223,0,1,0
1161,COMP2,1/10/2020,367,188,27.32,5136.16,3.2206,101.6227,1,0,0
1162,COMP2,2/10/2020,368,500,27.32,13660,3.2206,101.6226,1,0,0
1163,COMP2,3/10/2020,369,698,27.32,19069.36,3.2206,101.6223,0,0,0
1164,COMP2,4/10/2020,370,645,27.32,17621.4,3.2206,101.6222,1,1,1
1165,COMP2,5/10/2020,371,218,27.32,5955.76,3.2206,101.6225,0,1,0
1166,COMP2,6/10/2020,372,826,27.32,22566.32,3.2206,101.6222,1,0,0
1167,COMP2,7/10/2020,373,696,27.32,19014.72,3.2206,101.6224,0,1,0
1168,COMP2,8/10/2020,374,173,27.32,4726.36,3.2206,101.6226,1,0,0
1169,COMP2,9/10/2020,375,589,27.32,16091.48,3.2206,101.6224,0,0,0
1170,COMP2,10/10/2020,376,979,27.32,26746.28,3.2206,101.6226,0,0,0
1171,COMP2,11/10/2020,377,369,27.32,10081.08,3.2206,101.6225,1,1,1
1172,COMP2,12/10/2020,378,134,27.32,3660.88,3.2206,101.6222,0,1,0
1173,COMP2,13/10/2020,379,890,27.32,24314.8,3.2206,101.6227,0,1,0
1174,COMP2,14/10/2020,380,900,27.32,24588,3.2206,101.6224,0,0,0
1175,COMP2,15/10/2020,381,717,27.32,19588.44,3.2206,101.6224,0,0,0
1176,COMP2,16/10/2020,382,2,27.32,54.64,3.2206,101.6224,1,0,0
1177,COMP2,17/10/2020,383,182,27.32,4972.24,3.2206,101.6225,1,0,0
1178,COMP2,18/10/2020,384,902,27.32,24642.64,3.2206,101.6225,0,0,0
1179,COMP2,19/10/2020,385,1036,27.32,28303.52,3.2206,101.6222,1,1,1
1180,COMP2,20/10/2020,386,1006,27.32,27483.92,3.2206,101.6223,1,0,0
1181,COMP2,21/10/2020,387,912,27.32,24915.84,3.2206,101.6225,0,1,0
1182,COMP2,22/10/2020,388,259,27.32,7075.88,3.2206,101.6222,1,0,0
1183,COMP2,23/10/2020,389,978,27.32,26718.96,3.2206,101.6225,0,0,0
1184,COMP2,24/10/2020,390,417,27.32,11392.44,3.2206,101.6227,0,0,0
1185,COMP2,25/10/2020,391,817,27.32,22320.44,3.2206,101.6226,0,0,0
1186,COMP2,26/10/2020,392,367,27.32,10026.44,3.2206,101.6226,1,0,0
1187,COMP2,27/10/2020,393,287,27.32,7840.84,3.2206,101.6227,1,0,0
1188,COMP2,28/10/2020,394,739,27.32,20189.48,3.2206,101.6224,0,0,0
1189,COMP2,29/10/2020,395,789,27.32,21555.48,3.2206,101.6227,0,1,0
1190,COMP2,30/10/2020,396,113,27.32,3087.16,3.2206,101.6226,0,0,0
1191,COMP2,31/10/2020,397,793,27.32,21664.76,3.2206,101.6223,1,1,1
1192,COMP3,1/10/2019,1,2,18.25,36.5,3.2181,101.6206,0,0,0
1193,COMP3,2/10/2019,2,8,18.25,146,3.2181,101.6207,1,1,1
1194,COMP3,3/10/2019,3,29,18.25,529.25,3.2181,101.6208,1,0,0
1195,COMP3,4/10/2019,4,23,18.25,419.75,3.2181,101.6211,0,0,0
